Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
41,Feminino,Parda,Não,,PR,Sul,Pós-graduação,Química / Física,Empregado (CLT),Indústria,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
33,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,,,Modelo 100% presencial,Gestor
37,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
31,Feminino,Branca,Não,,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Júnior,Modelo 100% presencial,Outra atuação
26,Feminino,Branca,Não,0.0,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
30,Feminino,Branca,Não,1.0,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Analista de Dados/Data Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
31,Masculino,Parda,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
26,Masculino,Branca,Não,,PR,Sul,Estudante de Graduação,Outra opção,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Outra atuação
26,Feminino,Parda,Não,1.0,PI,Nordeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Setor Público,Estatístico,Júnior,Modelo 100% presencial,Análise de Dados
50,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Área de Consultoria,,,Modelo 100% presencial,Gestor
37,Masculino,Branca,Não,,,,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Entretenimento ou Esportes,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
36,Masculino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Engenharia de Dados
32,Masculino,Branca,Não,,ES,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
50,Feminino,Parda,Não,,MG,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
28,Masculino,Branca,Não,,SP,Sudeste,Não tenho graduação formal,,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
27,Feminino,Branca,Não,1.0,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
29,Masculino,Preta,Não,,ES,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
38,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
42,Feminino,Branca,Não,,SP,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Finanças ou Bancos,Outra Opção,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Outra atuação
30,Masculino,Preta,Não,1.0,RJ,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Seguros ou Previdência,Analista de Suporte/Analista Técnico,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
25,Masculino,Branca,Não,,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Buscando oportunidade na área de dados
24,Masculino,Branca,Não,,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Engenharia de Dados
27,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Área da Saúde,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
28,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Agronegócios,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Outra atuação
35,Masculino,Parda,Não,,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Outra Opção,Pleno,Modelo 100% remoto,Outra atuação
27,Feminino,Parda,Não,1.0,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
29,Masculino,Branca,Não,,PB,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
26,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
42,Masculino,Parda,Não,0.0,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
41,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,,,Modelo 100% remoto,Gestor
38,Masculino,Amarela,Não,0.0,SP,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
29,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Ciência de Dados
27,Feminino,Preta,Não,1.0,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
25,Masculino,Parda,Não,,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
43,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Outras Engenharias,Servidor Público,Setor Público,Outra Opção,Júnior,Modelo 100% presencial,Outra atuação
26,Masculino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
25,Masculino,Branca,Não,,CE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Finanças ou Bancos,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
45,Masculino,Preta,Não,,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Outra Opção,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
31,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Área da Saúde,Analista de BI/BI Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
27,Masculino,Amarela,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
28,Masculino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Telecomunicação,Analista de Negócios/Business Analyst,Pleno,Modelo 100% presencial,Outra atuação
25,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
28,Masculino,Branca,Não,,CE,Nordeste,Pós-graduação,Outras Engenharias,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Internet/Ecommerce,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
31,Feminino,Branca,Não,1.0,RJ,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Setor Alimentício,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
22,Masculino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Cientista de Dados/Data Scientist,Júnior,Modelo 100% presencial,Ciência de Dados
26,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Somente Estudante (pós-graduação),,,,,Buscando oportunidade na área de dados
30,Masculino,Preta,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analytics Engineer,Pleno,Modelo 100% remoto,Análise de Dados
23,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Ciências Sociais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Marketing,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
38,Masculino,Preta,Não,1.0,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
35,Masculino,Parda,Não,,BA,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
27,Feminino,Preta,Não,0.0,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
29,Masculino,Preta,Não,,PI,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
43,Masculino,Parda,Não,0.0,MS,Centro-oeste,Mestrado,Outras Engenharias,Servidor Público,Educação,Outras Engenharias (não inclui dev),Pleno,Modelo 100% presencial,Análise de Dados
29,Masculino,Branca,Não,,RJ,Sudeste,Mestrado,Outras Engenharias,Servidor Público,Setor Público,Outras Engenharias (não inclui dev),Júnior,Modelo 100% presencial,Análise de Dados
23,Masculino,Preta,Não,,AL,Nordeste,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
26,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
39,Masculino,Branca,Não,,ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
33,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
34,Masculino,Parda,Não,0.0,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
31,Masculino,Parda,Não,1.0,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de Suporte/Analista Técnico,Sênior,Modelo 100% presencial,Análise de Dados
26,Feminino,Branca,Não,0.0,PR,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Área de Consultoria,Analista de Negócios/Business Analyst,Pleno,Modelo 100% remoto,Análise de Dados
33,Feminino,Branca,Não,0.0,PE,Nordeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
28,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
27,Masculino,Branca,Não,,RS,Sul,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,Outra Opção,Júnior,Modelo 100% presencial,Análise de Dados
29,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Outra opção,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
39,Masculino,Parda,Não,,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% remoto,Engenharia de Dados
28,Feminino,Branca,Não,1.0,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Agronegócios,Analista de Inteligência de Mercado/Market Intelligence,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
29,Masculino,Branca,Não,,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
36,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Finanças ou Bancos,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
31,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Indústria,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
24,Feminino,Parda,Não,0.0,PB,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Marketing,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
22,Masculino,Parda,Não,,PR,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Varejo,Outra Opção,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Outra atuação
32,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
35,Feminino,Outra,Não,1.0,MG,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
40,Feminino,Preta,Não,0.0,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
28,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Telecomunicação,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
33,Masculino,Branca,Não,,RS,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Alimentício,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,Modelo 100% remoto,Ciência de Dados
