('P1_a ', 'Idade');('P1_a_1 ', 'Faixa idade');('P1_b ', 'Genero');('P1_c ', 'Cor/raca/etnia');('P1_f ', 'aspectos_prejudicados');;;;('P1_f_4', 'Oportunidades de progressão de carreira');('P1_f_5', 'Velocidade de progressão de carreira');('P1_i ', 'Estado onde mora');('P1_i_1 ', 'uf onde mora');('P1_i_2 ', 'Regiao onde mora');('P2_a ', 'Qual sua situação atual de trabalho?');('P2_b ', 'Setor');('P2_f ', 'Cargo Atual');('P2_l ', 'Qual o principal motivo da sua insatisfação com a empresa atual?');('P2_l_1 ', 'Falta de oportunidade de crescimento no emprego atual');('P2_r ', 'Atualmente qual a sua forma de trabalho?');('P4_a_1 ', 'Atuacao')
28;25-29;Masculino;Branca;;;;;;;Espírito Santo (ES);ES;Sudeste;Estagiário;Indústria;Analista de Dados/Data Analyst;;;Modelo 100% presencial;Análise de Dados
27;25-29;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
28;25-29;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Estagiário;Área de Consultoria;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
29;25-29;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Agronegócios;Outra Opção;;;Modelo 100% remoto;Análise de Dados
28;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Varejo;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios;0;Modelo híbrido com dias fixos de trabalho presencial;Outra atuação
21;17-21;Masculino;Branca;;;;;;;Goiás (GO);GO;Centro-oeste;Somente Estudante (graduação);;;;;;Buscando oportunidade na área de dados
49;45-49;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Internet/Ecommerce;;;;Modelo 100% remoto;Gestor
33;30-34;Feminino;Parda;;;;;;;Pernambuco (PE);PE;Nordeste;Servidor Público;Setor Público;Analista de Dados/Data Analyst;;;Modelo 100% presencial;Análise de Dados
23;22-24;Masculino;Parda;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado;0;Modelo 100% remoto;Análise de Dados
27;25-29;Masculino;Parda;;;;;;;Goiás (GO);GO;Centro-oeste;Empregado (CLT);Área de Consultoria;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% remoto;Engenharia de Dados
37;35-39;Feminino;Branca;Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira;;;;1;1;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
34;30-34;Masculino;Amarela;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Área da Saúde;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
24;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Outra Opção;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
24;22-24;Feminino;Branca;Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;1;1;São Paulo (SP);SP;Sudeste;Estagiário;Finanças ou Bancos;Outra Opção;;;Modelo 100% remoto;Ciência de Dados
35;35-39;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Seguros ou Previdência;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido com dias fixos de trabalho presencial;Engenharia de Dados
26;25-29;Masculino;Parda;;;;;;;Ceará (CE);CE;Nordeste;Empregado (CLT);Setor de Energia;Analytics Engineer;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
25;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Internet/Ecommerce;Analytics Engineer;Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% remoto;Análise de Dados
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Setor Imobiliário/ Construção Civil;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
19;17-21;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Filantropia/ONG's;Analista de BI/BI Analyst;Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom;1;Modelo 100% presencial;Análise de Dados
28;25-29;Feminino;Parda;Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;1;1;Minas Gerais (MG);MG;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
42;40-44;Feminino;Branca;Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira;;;;0;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
45;45-49;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Servidor Público;Setor Público;Outra Opção;Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual;1;Modelo híbrido com dias fixos de trabalho presencial;Outra atuação
30;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Setor Imobiliário/ Construção Civil;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Educação;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
25;25-29;Masculino;Parda;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Área da Saúde;Outra Opção;Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
26;25-29;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Setor Alimentício;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
29;25-29;Feminino;Branca;Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Relação com outros membros da empresa, em momentos de trabalho, Oportunidades de progressão de carreira;;;;1;0;Paraná (PR);PR;Sul;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;;;;Modelo 100% remoto;Gestor
24;22-24;Feminino;Parda;Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analytics Engineer;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
32;30-34;Masculino;Preta;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Negócios/Business Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Ciência de Dados
41;40-44;Feminino;Parda;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Indústria;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
33;30-34;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empreendedor ou Empregado (CNPJ);Setor Imobiliário/ Construção Civil;;;;Modelo 100% presencial;Gestor
37;35-39;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
31;30-34;Feminino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Outra Opção;Analista de Dados/Data Analyst;Não estar efetivamente atuando na área pra que fui contratada;0;Modelo 100% presencial;Outra atuação
26;25-29;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;1;Espírito Santo (ES);ES;Sudeste;Empregado (CLT);Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
30;30-34;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Internet/Ecommerce;Analista de Dados/Data Analyst;Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa;1;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
31;30-34;Masculino;Parda;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
26;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Varejo;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Outra atuação
26;25-29;Feminino;Parda;Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira, Oportunidades de progressão de carreira;;;;1;1;Piauí (PI);PI;Nordeste;Estagiário;Setor Público;Estatístico;Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% presencial;Análise de Dados
50;50-54;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empreendedor ou Empregado (CNPJ);Área de Consultoria;;;;Modelo 100% presencial;Gestor
37;35-39;Masculino;Branca;;;;;;;;;;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Entretenimento ou Esportes;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
36;35-39;Masculino;Parda;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira;;;;1;0;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido com dias fixos de trabalho presencial;Engenharia de Dados
32;30-34;Masculino;Branca;;;;;;;Espírito Santo (ES);ES;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
50;50-54;Feminino;Parda;;;;;;;Minas Gerais (MG);MG;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;;;;Modelo 100% remoto;Gestor
27;25-29;Feminino;Branca;Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;;;;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
29;25-29;Masculino;Preta;;;;;;;Espírito Santo (ES);ES;Sudeste;Empregado (CLT);Internet/Ecommerce;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
38;35-39;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
42;40-44;Feminino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Outra Opção;Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, Gostaria de trabalhar em em outra área de atuação;1;Modelo híbrido com dias fixos de trabalho presencial;Outra atuação
30;30-34;Masculino;Preta;Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira;;;;1;1;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Seguros ou Previdência;Analista de Suporte/Analista Técnico;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
25;25-29;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Somente Estudante (graduação);;;;;;Buscando oportunidade na área de dados
24;22-24;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Marketing;Analista de BI/BI Analyst;;;Modelo 100% remoto;Engenharia de Dados
27;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empreendedor ou Empregado (CNPJ);Área da Saúde;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Falta de maturidade analítica na empresa;0;Modelo 100% remoto;Engenharia de Dados
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Agronegócios;Analista de BI/BI Analyst;;;Modelo 100% presencial;Outra atuação
35;35-39;Masculino;Parda;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;Outra Opção;Gostaria de trabalhar em em outra área de atuação;0;Modelo 100% remoto;Outra atuação
27;25-29;Feminino;Parda;Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;0;Paraná (PR);PR;Sul;Empregado (CLT);Setor Público;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
29;25-29;Masculino;Branca;;;;;;;Paraíba (PB);PB;Nordeste;Empregado (CLT);Outra Opção;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
26;25-29;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Finanças ou Bancos;Analista de BI/BI Analyst;;;Modelo 100% presencial;Análise de Dados
42;40-44;Masculino;Parda;Velocidade de progressão de carreira;;;;0;1;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;;;;Modelo 100% remoto;Gestor
41;40-44;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;;;;Modelo 100% remoto;Gestor
38;35-39;Masculino;Amarela;Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;0;São Paulo (SP);SP;Sudeste;Empregado (CLT);Indústria;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
29;25-29;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de BI/BI Analyst;;;Modelo 100% presencial;Ciência de Dados
27;25-29;Feminino;Preta;Oportunidades de progressão de carreira, Velocidade de progressão de carreira;;;;1;1;São Paulo (SP);SP;Sudeste;Estagiário;Tecnologia/Fábrica de Software;Analista de BI/BI Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
25;25-29;Masculino;Parda;;;;;;;Espírito Santo (ES);ES;Sudeste;Empregado (CLT);Indústria;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
43;40-44;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Servidor Público;Setor Público;Outra Opção;;;Modelo 100% presencial;Outra atuação
26;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo híbrido com dias fixos de trabalho presencial;Ciência de Dados
25;25-29;Masculino;Branca;;;;;;;Ceará (CE);CE;Nordeste;Estagiário;Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
45;45-49;Masculino;Preta;;;;;;;;;;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Outra Opção;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
31;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Área da Saúde;Analista de BI/BI Analyst;Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
27;25-29;Masculino;Amarela;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Analista de Dados/Data Analyst;Salário atual não corresponde ao mercado;0;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Telecomunicação;Analista de Negócios/Business Analyst;;;Modelo 100% presencial;Outra atuação
25;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
28;25-29;Masculino;Branca;;;;;;;Ceará (CE);CE;Nordeste;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Internet/Ecommerce;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;O clima de trabalho/ambiente não é bom, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado;1;Modelo 100% remoto;Engenharia de Dados
31;30-34;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;0;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Setor Alimentício;;Salário atual não corresponde ao mercado;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
22;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Telecomunicação;Cientista de Dados/Data Scientist;Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa;1;Modelo 100% presencial;Ciência de Dados
26;25-29;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Somente Estudante (pós-graduação);;;;;;Buscando oportunidade na área de dados
30;30-34;Masculino;Preta;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Analytics Engineer;Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom;0;Modelo 100% remoto;Análise de Dados
23;22-24;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Marketing;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
38;35-39;Masculino;Preta;Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho;;;;1;1;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
35;35-39;Masculino;Parda;;;;;;;Bahia (BA);BA;Nordeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
27;25-29;Feminino;Preta;Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;0;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Cientista de Dados/Data Scientist;Falta de maturidade analítica na empresa;0;Modelo 100% remoto;Ciência de Dados
29;25-29;Masculino;Preta;;;;;;;Piauí (PI);PI;Nordeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
43;40-44;Masculino;Parda;Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira;;;;0;1;Mato Grosso do Sul (MS);MS;Centro-oeste;Servidor Público;Educação;Outras Engenharias (não inclui dev);;;Modelo 100% presencial;Análise de Dados
29;25-29;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Servidor Público;Setor Público;Outras Engenharias (não inclui dev);Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom;1;Modelo 100% presencial;Análise de Dados
23;22-24;Masculino;Preta;;;;;;;Alagoas (AL);AL;Nordeste;Empreendedor ou Empregado (CNPJ);Área de Consultoria;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
